"","Buggy","Free"
"7419",0.046,0.954
"7420",0.45,0.55
"7421",0.012,0.988
"7422",0.528,0.472
"7423",0.078,0.922
"7424",0.13,0.87
"7425",0.07,0.93
"7426",0.594,0.406
"7427",0.386,0.614
"7428",0.146,0.854
"7429",0.072,0.928
"7430",0.078,0.922
"7431",0.12,0.88
"7432",0.048,0.952
"7433",0.518,0.482
"7434",0.668,0.332
"7435",0.076,0.924
"7436",0.214,0.786
"7437",0.708,0.292
"7438",0.002,0.998
"7439",0.108,0.892
"7440",0.552,0.448
"7441",0.61,0.39
"7442",0.034,0.966
"7443",0.036,0.964
"7444",0.086,0.914
"7445",0.186,0.814
"7446",0.106,0.894
"7447",0.086,0.914
"7448",0.056,0.944
"7449",0.036,0.964
"7450",0.088,0.912
"7451",0,1
"7452",0.744,0.256
"7453",0.416,0.584
"7454",0.008,0.992
"7455",0.34,0.66
"7456",0.064,0.936
"7457",0.092,0.908
"7458",0.426,0.574
"7459",0.02,0.98
"7460",0.038,0.962
"7461",0.362,0.638
"7462",0.008,0.992
"7463",0,1
"7464",0.086,0.914
"7465",0.144,0.856
"7466",0.004,0.996
"7467",0.068,0.932
"7468",0.018,0.982
"7469",0.04,0.96
"7470",0,1
"7471",0.042,0.958
"7472",0.308,0.692
"7473",0.122,0.878
"7474",0.138,0.862
"7475",0.214,0.786
"7476",0.334,0.666
"7477",0.148,0.852
"7478",0.542,0.458
"7479",0.068,0.932
"7480",0.094,0.906
"7481",0.058,0.942
"7482",0.386,0.614
"7483",0.866,0.134
"7484",0.336,0.664
"7485",0.786,0.214
"7486",0.148,0.852
"7487",0.648,0.352
"7488",0.022,0.978
"7489",0.028,0.972
"7490",0.674,0.326
"7491",0.56,0.44
"7492",0.098,0.902
"7493",0.11,0.89
"7494",0.166,0.834
"7495",0.714,0.286
"7496",0.096,0.904
"7497",0.038,0.962
"7498",0.678,0.322
"7499",0.346,0.654
"7500",0.096,0.904
"7501",0,1
"7502",0.054,0.946
"7503",0.52,0.48
"7504",0,1
"7505",0.044,0.956
"7506",0.548,0.452
"7507",0.292,0.708
"7508",0.7,0.3
"7509",0.008,0.992
"7510",0,1
"7511",0.082,0.918
"7512",0.026,0.974
"7513",0.312,0.688
"7514",0.066,0.934
"7515",0.766,0.234
"7516",0.002,0.998
"7517",0,1
"7518",0.072,0.928
"7519",0.004,0.996
"7520",0.172,0.828
"7521",0.002,0.998
"7522",0.546,0.454
"7523",0.112,0.888
"7524",0.002,0.998
"7525",0.004,0.996
"7526",0.084,0.916
"7527",0.088,0.912
"7528",0.006,0.994
"7529",0.124,0.876
"7530",0.458,0.542
"7531",0.518,0.482
"7532",0.194,0.806
"7533",0,1
"7534",0.054,0.946
"7535",0,1
"7536",0.292,0.708
"7537",0.192,0.808
"7538",0.002,0.998
"7539",0.06,0.94
"7540",0.04,0.96
"7541",0.066,0.934
"7542",0.02,0.98
"7543",0,1
"7544",0.272,0.728
"7545",0.026,0.974
"7546",0.542,0.458
"7547",0.734,0.266
"7548",0,1
"7549",0.5,0.5
"7550",0.06,0.94
"7551",0.044,0.956
"7552",0.036,0.964
"7553",0.104,0.896
"7554",0,1
"7555",0.332,0.668
"7556",0.09,0.91
"7557",0.106,0.894
"7558",0.408,0.592
"7559",0.256,0.744
"7560",0.21,0.79
"7561",0.208,0.792
"7562",0.59,0.41
"7563",0.334,0.666
"7564",0.454,0.546
"7565",0.332,0.668
"7566",0.184,0.816
"7567",0.106,0.894
"7568",0.06,0.94
"7569",0.532,0.468
"7570",0.73,0.27
"7571",0.03,0.97
"7572",0,1
"7573",0.03,0.97
"7574",0,1
"7575",0.1,0.9
"7576",0.422,0.578
"7577",0.068,0.932
"7578",0.056,0.944
"7579",0.034,0.966
"7580",0.148,0.852
"7581",0.026,0.974
"7582",0.016,0.984
"7583",0.218,0.782
"7584",0.034,0.966
"7585",0.048,0.952
"7586",0.026,0.974
"7587",0.04,0.96
"7588",0.06,0.94
"7589",0.058,0.942
"7590",0.004,0.996
"7591",0.008,0.992
"7592",0.134,0.866
"7593",0.404,0.596
"7594",0.02,0.98
"7595",0.282,0.718
"7596",0.214,0.786
"7597",0.38,0.62
"7598",0.336,0.664
"7599",0.106,0.894
"7600",0.004,0.996
"7601",0.04,0.96
"7602",0.006,0.994
"7603",0,1
"7604",0.08,0.92
"7605",0.022,0.978
"7606",0.072,0.928
"7607",0.696,0.304
"7608",0.002,0.998
"7609",0.504,0.496
"7610",0.168,0.832
"7611",0.252,0.748
"7612",0.108,0.892
"7613",0.098,0.902
"7614",0.632,0.368
"7615",0.8,0.2
"7616",0,1
"7617",0.322,0.678
"7618",0.048,0.952
"7619",0.052,0.948
"7620",0.606,0.394
"7621",0.022,0.978
"7622",0.05,0.95
"7623",0.704,0.296
"7624",0.008,0.992
"7625",0.638,0.362
"7626",0.034,0.966
"7627",0.736,0.264
"7628",0.146,0.854
"7629",0.278,0.722
"7630",0.29,0.71
"7631",0.072,0.928
"7632",0.412,0.588
"7633",0.384,0.616
"7634",0.018,0.982
"7635",0.062,0.938
"7636",0.018,0.982
"7637",0.044,0.956
"7638",0.374,0.626
"7639",0,1
"7640",0.566,0.434
"7641",0.442,0.558
"7642",0.226,0.774
"7643",0.198,0.802
"7644",0.33,0.67
"7645",0.594,0.406
"7646",0.232,0.768
"7647",0.512,0.488
"7648",0.038,0.962
"7649",0.058,0.942
"7650",0.046,0.954
"7651",0,1
"7652",0.468,0.532
"7653",0.03,0.97
"7654",0.072,0.928
"7655",0.67,0.33
"7656",0.134,0.866
"7657",0.004,0.996
"7658",0.02,0.98
"7659",0.644,0.356
"7660",0.714,0.286
"7661",0.054,0.946
"7662",0.408,0.592
"7663",0.002,0.998
"7664",0.02,0.98
"7665",0.036,0.964
"7666",0.208,0.792
"7667",0,1
"7668",0.51,0.49
"7669",0.124,0.876
"7670",0.012,0.988
"7671",0.182,0.818
"7672",0.042,0.958
"7673",0.118,0.882
"7674",0.332,0.668
"7675",0.074,0.926
"7676",0.006,0.994
"7677",0.054,0.946
"7678",0.014,0.986
"7679",0.416,0.584
"7680",0.65,0.35
"7681",0.206,0.794
"7682",0.126,0.874
"7683",0.03,0.97
"7684",0.052,0.948
"7685",0,1
"7686",0.048,0.952
"7687",0.002,0.998
"7688",0.694,0.306
"7689",0.37,0.63
"7690",0.104,0.896
"7691",0.118,0.882
"7692",0.02,0.98
"7693",0.066,0.934
"7694",0.022,0.978
"7695",0.046,0.954
"7696",0.008,0.992
"7697",0.044,0.956
"7698",0.298,0.702
"7699",0.004,0.996
"7700",0,1
"7701",0.644,0.356
"7702",0.172,0.828
"7703",0.152,0.848
"7704",0.014,0.986
"7705",0.61,0.39
"7706",0,1
"7707",0.238,0.762
"7708",0.022,0.978
"7709",0.164,0.836
"7710",0.256,0.744
"7711",0.076,0.924
"7712",0.02,0.98
"7713",0.054,0.946
"7714",0.128,0.872
"7715",0.002,0.998
"7716",0.74,0.26
"7717",0.316,0.684
"7718",0.046,0.954
"7719",0.102,0.898
"7720",0.614,0.386
"7721",0,1
"7722",0,1
"7723",0.218,0.782
"7724",0.426,0.574
"7725",0.046,0.954
"7726",0.436,0.564
"7727",0.098,0.902
"7728",0,1
"7729",0.046,0.954
"7730",0.02,0.98
"7731",0.032,0.968
"7732",0.158,0.842
"7733",0.148,0.852
"7734",0.028,0.972
"7735",0.438,0.562
"7736",0.214,0.786
"7737",0.004,0.996
"7738",0.08,0.92
"7739",0.078,0.922
"7740",0,1
"7741",0.008,0.992
"7742",0.14,0.86
"7743",0.062,0.938
"7744",0.002,0.998
"7745",0.726,0.274
"7746",0.456,0.544
"7747",0.42,0.58
"7748",0.052,0.948
"7749",0.5,0.5
"7750",0.032,0.968
"7751",0.624,0.376
"7752",0.138,0.862
"7753",0.016,0.984
"7754",0.098,0.902
"7755",0.086,0.914
"7756",0.142,0.858
"7757",0.884,0.116
"7758",0.072,0.928
"7759",0.016,0.984
"7760",0.078,0.922
"7761",0.32,0.68
"7762",0.014,0.986
"7763",0.076,0.924
"7764",0.016,0.984
"7765",0.176,0.824
"7766",0.03,0.97
"7767",0.086,0.914
"7768",0.004,0.996
"7769",0.034,0.966
"7770",0.024,0.976
"7771",0.074,0.926
"7772",0,1
"7773",0.526,0.474
"7774",0.22,0.78
"7775",0.084,0.916
"7776",0.816,0.184
"7777",0.022,0.978
"7778",0.298,0.702
"7779",0.068,0.932
"7780",0.006,0.994
"7781",0.548,0.452
"7782",0.046,0.954
"7783",0.014,0.986
"7784",0,1
"7785",0.558,0.442
"7786",0.716,0.284
"7787",0.136,0.864
"7788",0,1
"7789",0.788,0.212
"7790",0.03,0.97
"7791",0.322,0.678
"7792",0.014,0.986
"7793",0.354,0.646
"7794",0.016,0.984
"7795",0.09,0.91
"7796",0.064,0.936
"7797",0.2,0.8
"7798",0.002,0.998
"7799",0.348,0.652
"7800",0.19,0.81
"7801",0.452,0.548
"7802",0.284,0.716
"7803",0.054,0.946
"7804",0.088,0.912
"7805",0.026,0.974
"7806",0.838,0.162
"7807",0.02,0.98
"7808",0.02,0.98
"7809",0.73,0.27
"7810",0.024,0.976
"7811",0.054,0.946
"7812",0.03,0.97
"7813",0.044,0.956
"7814",0.042,0.958
"7815",0.244,0.756
"7816",0.008,0.992
"7817",0.092,0.908
"7818",0.058,0.942
"7819",0.644,0.356
"7820",0.294,0.706
"7821",0,1
"7822",0.006,0.994
"7823",0.008,0.992
"7824",0.38,0.62
"7825",0.08,0.92
"7826",0.048,0.952
"7827",0.304,0.696
"7828",0.002,0.998
"7829",0.016,0.984
"7830",0.256,0.744
"7831",0.332,0.668
"7832",0.05,0.95
"7833",0.43,0.57
"7834",0.58,0.42
"7835",0.1,0.9
"7836",0.526,0.474
"7837",0.178,0.822
"7838",0.04,0.96
"7839",0.13,0.87
"7840",0,1
"7841",0.074,0.926
"7842",0.24,0.76
"7843",0.566,0.434
"7844",0.096,0.904
"7845",0.046,0.954
"7846",0.142,0.858
"7847",0.04,0.96
"7848",0.2,0.8
"7849",0.03,0.97
"7850",0.054,0.946
"7851",0.254,0.746
"7852",0.028,0.972
"7853",0.002,0.998
"7854",0.026,0.974
"7855",0.074,0.926
"7856",0.098,0.902
"7857",0.006,0.994
"7858",0.248,0.752
"7859",0.31,0.69
"7860",0.022,0.978
"7861",0.3,0.7
"7862",0.852,0.148
"7863",0.012,0.988
"7864",0.11,0.89
"7865",0.01,0.99
"7866",0.108,0.892
"7867",0.046,0.954
"7868",0.11,0.89
"7869",0.208,0.792
"7870",0.686,0.314
"7871",0.144,0.856
"7872",0.192,0.808
"7873",0.368,0.632
"7874",0.468,0.532
"7875",0.036,0.964
"7876",0.01,0.99
"7877",0.09,0.91
"7878",0.238,0.762
"7879",0.79,0.21
"7880",0.088,0.912
"7881",0.048,0.952
"7882",0.076,0.924
"7883",0.204,0.796
"7884",0.792,0.208
"7885",0.016,0.984
"7886",0.024,0.976
"7887",0.008,0.992
"7888",0.17,0.83
"7889",0.042,0.958
"7890",0.024,0.976
"7891",0.006,0.994
"7892",0.036,0.964
"7893",0.044,0.956
"7894",0.06,0.94
"7895",0.65,0.35
"7896",0.748,0.252
"7897",0,1
"7898",0.036,0.964
"7899",0.044,0.956
"7900",0.014,0.986
"7901",0.04,0.96
"7902",0.492,0.508
"7903",0.42,0.58
"7904",0.168,0.832
"7905",0.264,0.736
"7906",0,1
"7907",0.006,0.994
"7908",0.156,0.844
"7909",0.006,0.994
"7910",0.014,0.986
"7911",0.062,0.938
"7912",0.182,0.818
"7913",0.128,0.872
"7914",0.252,0.748
"7915",0.004,0.996
"7916",0.126,0.874
"7917",0.008,0.992
"7918",0.44,0.56
"7919",0.428,0.572
"7920",0.328,0.672
"7921",0.188,0.812
"7922",0.06,0.94
"7923",0.08,0.92
"7924",0.04,0.96
"7925",0.002,0.998
"7926",0.784,0.216
"7927",0.042,0.958
"7928",0.166,0.834
"7929",0.012,0.988
"7930",0.074,0.926
"7931",0.02,0.98
"7932",0.502,0.498
"7933",0.084,0.916
"7934",0.336,0.664
"7935",0.226,0.774
"7936",0.142,0.858
"7937",0.044,0.956
"7938",0.01,0.99
"7939",0.222,0.778
"7940",0.4,0.6
"7941",0.066,0.934
"7942",0.636,0.364
"7943",0,1
"7944",0.228,0.772
"7945",0.098,0.902
"7946",0.008,0.992
"7947",0.066,0.934
"7948",0.062,0.938
"7949",0.506,0.494
"7950",0.052,0.948
"7951",0.264,0.736
"7952",0.186,0.814
"7953",0.028,0.972
"7954",0.072,0.928
"7955",0.19,0.81
"7956",0.228,0.772
"7957",0.374,0.626
"7958",0.026,0.974
"7959",0.064,0.936
"7960",0.03,0.97
"7961",0.268,0.732
"7962",0,1
"7963",0.706,0.294
"7964",0.03,0.97
"7965",0.006,0.994
"7966",0.038,0.962
"7967",0.152,0.848
"7968",0,1
"7969",0.174,0.826
"7970",0.308,0.692
"7971",0.008,0.992
"7972",0.114,0.886
"7973",0.668,0.332
"7974",0.386,0.614
"7975",0.31,0.69
"7976",0.022,0.978
"7977",0.142,0.858
"7978",0.44,0.56
"7979",0.758,0.242
"7980",0.052,0.948
"7981",0.128,0.872
"7982",0.53,0.47
"7983",0.018,0.982
"7984",0.49,0.51
"7985",0.028,0.972
"7986",0.06,0.94
"7987",0.136,0.864
"7988",0.008,0.992
"7989",0.018,0.982
"7990",0.012,0.988
"7991",0.326,0.674
"7992",0.606,0.394
"7993",0.146,0.854
"7994",0.104,0.896
"7995",0.384,0.616
"7996",0.176,0.824
"7997",0.13,0.87
"7998",0.278,0.722
"7999",0.04,0.96
"8000",0.04,0.96
"8001",0,1
"8002",0.022,0.978
"8003",0.072,0.928
"8004",0.422,0.578
"8005",0.284,0.716
"8006",0.038,0.962
"8007",0.134,0.866
"8008",0.25,0.75
"8009",0.524,0.476
"8010",0.312,0.688
"8011",0.16,0.84
"8012",0.044,0.956
"8013",0.084,0.916
"8014",0.404,0.596
"8015",0.038,0.962
"8016",0.342,0.658
"8017",0.378,0.622
"8018",0,1
"8019",0.762,0.238
"8020",0.268,0.732
"8021",0.09,0.91
"8022",0.304,0.696
"8023",0.634,0.366
"8024",0.014,0.986
"8025",0,1
"8026",0.076,0.924
"8027",0.004,0.996
"8028",0.012,0.988
"8029",0.068,0.932
"8030",0.012,0.988
"8031",0.056,0.944
"8032",0.042,0.958
"8033",0.82,0.18
"8034",0.136,0.864
"8035",0.018,0.982
"8036",0.026,0.974
"8037",0.212,0.788
"8038",0.004,0.996
"8039",0.286,0.714
"8040",0.934,0.066
"8041",0.198,0.802
"8042",0.796,0.204
"8043",0.126,0.874
"8044",0.452,0.548
"8045",0.244,0.756
"8046",0.71,0.29
"8047",0.166,0.834
"8048",0.156,0.844
"8049",0.108,0.892
"8050",0.1,0.9
"8051",0.002,0.998
"8052",0.05,0.95
"8053",0.458,0.542
"8054",0.142,0.858
"8055",0.034,0.966
"8056",0.01,0.99
"8057",0.016,0.984
"8058",0.152,0.848
"8059",0.056,0.944
"8060",0.06,0.94
"8061",0.042,0.958
"8062",0.642,0.358
"8063",0.918,0.082
"8064",0.088,0.912
"8065",0.356,0.644
"8066",0.186,0.814
"8067",0.718,0.282
"8068",0.066,0.934
"8069",0.252,0.748
"8070",0.212,0.788
"8071",0.19,0.81
"8072",0,1
"8073",0.082,0.918
"8074",0.064,0.936
"8075",0.39,0.61
"8076",0.038,0.962
"8077",0.244,0.756
"8078",0.236,0.764
"8079",0.526,0.474
"8080",0.218,0.782
"8081",0.052,0.948
"8082",0.042,0.958
"8083",0.776,0.224
"8084",0.152,0.848
"8085",0.06,0.94
"8086",0.006,0.994
"8087",0.262,0.738
"8088",0,1
"8089",0.046,0.954
"8090",0.036,0.964
"8091",0.192,0.808
"8092",0.184,0.816
"8093",0.04,0.96
"8094",0.578,0.422
"8095",0.044,0.956
"8096",0.116,0.884
"8097",0.176,0.824
"8098",0.82,0.18
"8099",0.086,0.914
"8100",0.102,0.898
"8101",0.044,0.956
"8102",0.008,0.992
"8103",0.062,0.938
"8104",0.034,0.966
"8105",0.548,0.452
"8106",0.37,0.63
"8107",0,1
"8108",0.166,0.834
"8109",0.706,0.294
"8110",0,1
"8111",0,1
"8112",0,1
"8113",0.03,0.97
"8114",0.57,0.43
"8115",0.272,0.728
"8116",0.04,0.96
"8117",0.008,0.992
"8118",0.422,0.578
"8119",0.184,0.816
"8120",0.664,0.336
"8121",0.04,0.96
"8122",0.176,0.824
"8123",0.01,0.99
"8124",0.064,0.936
"8125",0.88,0.12
"8126",0.692,0.308
"8127",0.074,0.926
"8128",0.016,0.984
"8129",0.562,0.438
"8130",0.426,0.574
"8131",0.16,0.84
"8132",0.104,0.896
"8133",0.238,0.762
"8134",0.02,0.98
"8135",0.03,0.97
"8136",0.032,0.968
"8137",0.124,0.876
"8138",0.19,0.81
"8139",0.262,0.738
"8140",0.584,0.416
"8141",0.008,0.992
"8142",0.518,0.482
"8143",0,1
"8144",0.088,0.912
"8145",0.068,0.932
"8146",0.564,0.436
"8147",0.352,0.648
"8148",0.084,0.916
"8149",0.678,0.322
"8150",0.5,0.5
"8151",0.052,0.948
"8152",0.858,0.142
"8153",0.794,0.206
"8154",0.568,0.432
"8155",0.082,0.918
"8156",0.014,0.986
"8157",0.454,0.546
"8158",0.052,0.948
"8159",0.632,0.368
"8160",0.114,0.886
"8161",0.504,0.496
"8162",0.04,0.96
"8163",0.16,0.84
"8164",0.204,0.796
"8165",0.118,0.882
"8166",0,1
"8167",0,1
"8168",0.344,0.656
"8169",0.106,0.894
"8170",0.556,0.444
"8171",0.156,0.844
"8172",0.016,0.984
"8173",0,1
"8174",0.06,0.94
"8175",0.218,0.782
"8176",0.06,0.94
"8177",0.028,0.972
"8178",0.234,0.766
"8179",0.116,0.884
"8180",0.092,0.908
"8181",0.04,0.96
"8182",0.35,0.65
"8183",0.272,0.728
"8184",0.112,0.888
"8185",0.244,0.756
"8186",0.366,0.634
"8187",0.014,0.986
"8188",0.294,0.706
"8189",0.012,0.988
"8190",0.064,0.936
"8191",0.014,0.986
"8192",0.202,0.798
"8193",0.246,0.754
"8194",0.028,0.972
"8195",0.128,0.872
"8196",0.064,0.936
"8197",0.036,0.964
"8198",0.374,0.626
"8199",0.39,0.61
"8200",0.082,0.918
"8201",0.052,0.948
"8202",0.16,0.84
"8203",0.106,0.894
"8204",0.056,0.944
"8205",0.262,0.738
"8206",0.384,0.616
"8207",0,1
"8208",0.092,0.908
"8209",0.158,0.842
"8210",0.008,0.992
"8211",0.654,0.346
"8212",0,1
"8213",0.114,0.886
"8214",0.236,0.764
"8215",0.004,0.996
"8216",0.038,0.962
"8217",0.004,0.996
"8218",0.046,0.954
"8219",0.074,0.926
"8220",0,1
"8221",0.044,0.956
"8222",0.328,0.672
"8223",0.678,0.322
"8224",0.536,0.464
"8225",0.194,0.806
"8226",0.054,0.946
"8227",0.284,0.716
"8228",0.02,0.98
"8229",0.91,0.09
"8230",0.044,0.956
"8231",0.532,0.468
"8232",0.698,0.302
"8233",0.704,0.296
"8234",0,1
"8235",0.038,0.962
"8236",0.028,0.972
"8237",0.32,0.68
"8238",0.006,0.994
"8239",0.062,0.938
"8240",0.936,0.064
"8241",0.72,0.28
"8242",0.138,0.862
"8243",0.624,0.376
"8244",0.666,0.334
"8245",0.414,0.586
"8246",0.09,0.91
"8247",0.304,0.696
"8248",0.064,0.936
"8249",0.014,0.986
"8250",0.07,0.93
"8251",0,1
"8252",0.048,0.952
"8253",0.58,0.42
"8254",0,1
"8255",0.03,0.97
"8256",0.366,0.634
"8257",0.062,0.938
"8258",0.032,0.968
"8259",0.146,0.854
"8260",0.2,0.8
"8261",0.026,0.974
"8262",0.93,0.07
"8263",0.016,0.984
"8264",0.344,0.656
"8265",0.2,0.8
"8266",0.124,0.876
"8267",0.294,0.706
"8268",0.074,0.926
"8269",0.188,0.812
"8270",0.164,0.836
"8271",0.036,0.964
"8272",0.252,0.748
"8273",0,1
"8274",0.134,0.866
"8275",0.01,0.99
"8276",0.056,0.944
"8277",0.124,0.876
"8278",0.402,0.598
"8279",0.06,0.94
"8280",0.88,0.12
"8281",0.59,0.41
"8282",0.05,0.95
"8283",0.02,0.98
"8284",0.332,0.668
"8285",0.046,0.954
"8286",0.086,0.914
"8287",0.024,0.976
"8288",0.236,0.764
"8289",0.026,0.974
"8290",0.354,0.646
"8291",0.068,0.932
"8292",0,1
"8293",0.024,0.976
"8294",0.486,0.514
"8295",0.01,0.99
"8296",0.016,0.984
"8297",0.06,0.94
"8298",0.054,0.946
"8299",0.018,0.982
"8300",0.074,0.926
"8301",0.836,0.164
"8302",0.098,0.902
"8303",0.06,0.94
"8304",0.002,0.998
"8305",0.006,0.994
"8306",0.128,0.872
"8307",0.002,0.998
"8308",0.004,0.996
"8309",0.034,0.966
"8310",0.012,0.988
"8311",0.034,0.966
"8312",0.334,0.666
"8313",0.082,0.918
"8314",0.256,0.744
"8315",0.026,0.974
"8316",0,1
"8317",0.418,0.582
"8318",0.008,0.992
"8319",0.16,0.84
"8320",0.188,0.812
"8321",0,1
"8322",0.004,0.996
"8323",0.582,0.418
"8324",0.162,0.838
"8325",0.12,0.88
"8326",0.196,0.804
"8327",0.504,0.496
"8328",0.174,0.826
"8329",0.004,0.996
"8330",0,1
"8331",0.002,0.998
"8332",0.204,0.796
"8333",0.032,0.968
"8334",0.372,0.628
"8335",0,1
"8336",0.256,0.744
"8337",0.092,0.908
"8338",0.616,0.384
"8339",0.18,0.82
"8340",0.042,0.958
"8341",0.78,0.22
"8342",0.43,0.57
"8343",0.478,0.522
"8344",0.038,0.962
"8345",0.022,0.978
"8346",0.364,0.636
"8347",0.006,0.994
"8348",0.252,0.748
"8349",0.554,0.446
"8350",0.052,0.948
"8351",0.87,0.13
"8352",0.39,0.61
"8353",0.088,0.912
"8354",0.298,0.702
"8355",0.002,0.998
"8356",0.236,0.764
"8357",0.654,0.346
"8358",0.08,0.92
"8359",0.126,0.874
"8360",0.008,0.992
"8361",0.018,0.982
"8362",0,1
"8363",0,1
"8364",0.054,0.946
"8365",0.116,0.884
"8366",0.06,0.94
"8367",0.798,0.202
"8368",0.092,0.908
"8369",0.636,0.364
"8370",0.06,0.94
"8371",0.26,0.74
"8372",0.108,0.892
"8373",0,1
"8374",0.226,0.774
"8375",0,1
"8376",0.104,0.896
"8377",0.276,0.724
"8378",0.026,0.974
"8379",0.114,0.886
"8380",0.168,0.832
"8381",0.442,0.558
"8382",0.018,0.982
"8383",0.028,0.972
"8384",0,1
"8385",0.694,0.306
"8386",0.01,0.99
"8387",0.356,0.644
"8388",0.482,0.518
"8389",0.03,0.97
"8390",0.006,0.994
"8391",0.006,0.994
"8392",0.104,0.896
"8393",0.01,0.99
"8394",0.068,0.932
"8395",0.026,0.974
"8396",0.082,0.918
"8397",0.064,0.936
"8398",0.632,0.368
"8399",0.028,0.972
"8400",0.05,0.95
"8401",0.02,0.98
"8402",0.488,0.512
"8403",0.808,0.192
"8404",0.032,0.968
"8405",0.246,0.754
"8406",0.368,0.632
"8407",0.16,0.84
"8408",0.03,0.97
"8409",0.022,0.978
"8410",0.048,0.952
"8411",0.01,0.99
"8412",0.014,0.986
"8413",0.048,0.952
"8414",0.048,0.952
"8415",0.096,0.904
"8416",0.052,0.948
"8417",0.002,0.998
"8418",0.056,0.944
"8419",0.044,0.956
"8420",0.04,0.96
"8421",0.054,0.946
"8422",0.37,0.63
"8423",0.142,0.858
"8424",0.052,0.948
"8425",0.024,0.976
"8426",0.356,0.644
"8427",0.062,0.938
"8428",0.412,0.588
"8429",0.024,0.976
"8430",0.218,0.782
"8431",0.14,0.86
"8432",0.068,0.932
"8433",0.118,0.882
"8434",0,1
"8435",0.03,0.97
"8436",0.576,0.424
"8437",0.566,0.434
"8438",0.126,0.874
"8439",0.066,0.934
"8440",0.248,0.752
"8441",0.124,0.876
"8442",0.148,0.852
"8443",0,1
"8444",0.068,0.932
"8445",0.294,0.706
"8446",0.01,0.99
"8447",0.016,0.984
"8448",0.07,0.93
"8449",0.014,0.986
"8450",0.03,0.97
"8451",0.082,0.918
"8452",0.01,0.99
"8453",0,1
"8454",0.326,0.674
"8455",0.064,0.936
"8456",0.332,0.668
"8457",0.008,0.992
"8458",0.18,0.82
"8459",0.002,0.998
"8460",0.05,0.95
"8461",0.042,0.958
"8462",0.036,0.964
"8463",0.03,0.97
"8464",0.576,0.424
"8465",0.132,0.868
"8466",0.676,0.324
"8467",0.078,0.922
"8468",0.472,0.528
"8469",0.008,0.992
"8470",0.104,0.896
"8471",0.58,0.42
"8472",0.706,0.294
"8473",0.554,0.446
"8474",0.7,0.3
"8475",0.398,0.602
"8476",0.146,0.854
"8477",0.022,0.978
"8478",0.12,0.88
"8479",0.738,0.262
"8480",0,1
"8481",0.568,0.432
"8482",0.628,0.372
"8483",0.156,0.844
"8484",0.01,0.99
"8485",0.168,0.832
"8486",0.236,0.764
"8487",0.234,0.766
"8488",0.034,0.966
"8489",0.104,0.896
"8490",0.182,0.818
"8491",0.148,0.852
"8492",0.096,0.904
"8493",0.024,0.976
"8494",0,1
"8495",0.096,0.904
"8496",0.8,0.2
"8497",0.186,0.814
"8498",0.232,0.768
"8499",0.026,0.974
"8500",0.288,0.712
"8501",0.668,0.332
"8502",0.026,0.974
"8503",0.506,0.494
"8504",0.406,0.594
"8505",0.042,0.958
"8506",0.064,0.936
"8507",0.02,0.98
"8508",0.884,0.116
"8509",0.262,0.738
"8510",0.246,0.754
"8511",0.046,0.954
"8512",0.036,0.964
"8513",0.476,0.524
"8514",0.022,0.978
"8515",0.082,0.918
"8516",0.002,0.998
"8517",0.176,0.824
"8518",0.072,0.928
"8519",0,1
"8520",0,1
"8521",0,1
"8522",0.3,0.7
"8523",0.4,0.6
"8524",0.016,0.984
"8525",0.422,0.578
"8526",0.018,0.982
"8527",0.752,0.248
"8528",0.008,0.992
"8529",0.652,0.348
"8530",0.284,0.716
"8531",0.106,0.894
"8532",0.176,0.824
"8533",0.078,0.922
"8534",0.4,0.6
"8535",0.068,0.932
"8536",0.652,0.348
"8537",0.414,0.586
"8538",0.052,0.948
"8539",0.05,0.95
"8540",0.064,0.936
"8541",0.012,0.988
"8542",0.252,0.748
"8543",0,1
"8544",0.778,0.222
"8545",0.054,0.946
"8546",0.184,0.816
"8547",0.064,0.936
"8548",0,1
"8549",0.768,0.232
"8550",0.23,0.77
"8551",0.104,0.896
"8552",0.008,0.992
"8553",0.006,0.994
"8554",0.674,0.326
"8555",0.866,0.134
"8556",0.792,0.208
"8557",0.024,0.976
"8558",0.072,0.928
"8559",0.022,0.978
"8560",0.806,0.194
"8561",0.49,0.51
"8562",0.644,0.356
"8563",0.116,0.884
"8564",0.142,0.858
"8565",0.168,0.832
"8566",0.106,0.894
"8567",0.62,0.38
"8568",0.13,0.87
"8569",0.02,0.98
"8570",0.692,0.308
"8571",0.002,0.998
"8572",0.016,0.984
"8573",0.542,0.458
"8574",0.032,0.968
"8575",0.002,0.998
"8576",0,1
"8577",0.388,0.612
"8578",0.352,0.648
"8579",0.034,0.966
"8580",0.594,0.406
"8581",0,1
"8582",0.05,0.95
"8583",0.042,0.958
"8584",0.048,0.952
"8585",0.01,0.99
"8586",0.004,0.996
"8587",0.374,0.626
"8588",0.104,0.896
"8589",0.098,0.902
"8590",0.208,0.792
"8591",0.01,0.99
"8592",0.032,0.968
"8593",0.29,0.71
"8594",0.824,0.176
"8595",0.516,0.484
"8596",0.16,0.84
"8597",0.544,0.456
"8598",0.108,0.892
"8599",0.068,0.932
"8600",0.012,0.988
"8601",0.014,0.986
"8602",0.024,0.976
"8603",0.184,0.816
"8604",0.588,0.412
"8605",0.038,0.962
"8606",0.02,0.98
"8607",0.004,0.996
"8608",0.12,0.88
"8609",0.038,0.962
